name,type,value,time
南陵,南陵最低气温,12,2020-04-20
南陵,南陵最低气温,10,2020-04-19
南陵,南陵最低气温,13,2020-04-18
南陵,南陵最低气温,12,2020-04-17
南陵,南陵最低气温,16,2020-04-16
南陵,南陵最低气温,13,2020-04-15
南陵,南陵最低气温,9,2020-04-14
南陵,南陵最低气温,6,2020-04-13
南陵,南陵最低气温,5,2020-04-12
南陵,南陵最低气温,5,2020-04-11
南陵,南陵最低气温,10,2020-04-10
南陵,南陵最低气温,10,2020-04-09
南陵,南陵最低气温,8,2020-04-08
南陵,南陵最低气温,5,2020-04-07
南陵,南陵最低气温,5,2020-04-06
南陵,南陵最低气温,8,2020-04-05
南陵,南陵最低气温,6,2020-04-04
南陵,南陵最低气温,7,2020-04-03
南陵,南陵最低气温,8,2020-04-02
南陵,南陵最低气温,8,2020-04-01
南陵,南陵最低气温,10,2020-03-31
南陵,南陵最低气温,6,2020-03-30
南陵,南陵最低气温,5,2020-03-29
南陵,南陵最低气温,2,2020-03-28
南陵,南陵最低气温,3,2020-03-27
南陵,南陵最低气温,10,2020-03-26
南陵,南陵最低气温,13,2020-03-25
宁国,宁国最低气温,6,2020-04-23
宁国,宁国最低气温,10,2020-04-22
宁国,宁国最低气温,9,2020-04-21
宁国,宁国最低气温,10,2020-04-20
宁国,宁国最低气温,9,2020-04-19
宁国,宁国最低气温,13,2020-04-18
宁国,宁国最低气温,11,2020-04-17
宁国,宁国最低气温,15,2020-04-16
宁国,宁国最低气温,13,2020-04-15
宁国,宁国最低气温,9,2020-04-14
宁国,宁国最低气温,4,2020-04-13
宁国,宁国最低气温,4,2020-04-12
宁国,宁国最低气温,4,2020-04-11
宁国,宁国最低气温,12,2020-04-10
宁国,宁国最低气温,9,2020-04-09
宁国,宁国最低气温,7,2020-04-08
宁国,宁国最低气温,4,2020-04-07
宁国,宁国最低气温,3,2020-04-06
宁国,宁国最低气温,7,2020-04-05
宁国,宁国最低气温,6,2020-04-04
宁国,宁国最低气温,8,2020-04-03
宁国,宁国最低气温,8,2020-04-02
宁国,宁国最低气温,6,2020-04-01
宁国,宁国最低气温,10,2020-03-31
宁国,宁国最低气温,6,2020-03-30
宁国,宁国最低气温,5,2020-03-29
宁国,宁国最低气温,2,2020-03-28
宁国,宁国最低气温,5,2020-03-27
宁国,宁国最低气温,11,2020-03-26
宁国,宁国最低气温,13,2020-03-25
祁门,祁门最低气温,7,2020-04-23
祁门,祁门最低气温,10,2020-04-22
祁门,祁门最低气温,10,2020-04-21
祁门,祁门最低气温,11,2020-04-20
祁门,祁门最低气温,10,2020-04-19
祁门,祁门最低气温,14,2020-04-18
祁门,祁门最低气温,12,2020-04-17
祁门,祁门最低气温,16,2020-04-16
祁门,祁门最低气温,11,2020-04-15
祁门,祁门最低气温,7,2020-04-14
祁门,祁门最低气温,7,2020-04-13
祁门,祁门最低气温,4,2020-04-12
祁门,祁门最低气温,3,2020-04-11
祁门,祁门最低气温,12,2020-04-10
祁门,祁门最低气温,10,2020-04-09
祁门,祁门最低气温,9,2020-04-08
祁门,祁门最低气温,7,2020-04-07
祁门,祁门最低气温,5,2020-04-06
祁门,祁门最低气温,7,2020-04-05
祁门,祁门最低气温,8,2020-04-04
祁门,祁门最低气温,10,2020-04-03
祁门,祁门最低气温,10,2020-04-02
祁门,祁门最低气温,8,2020-04-01
祁门,祁门最低气温,8,2020-03-31
祁门,祁门最低气温,6,2020-03-30
祁门,祁门最低气温,5,2020-03-29
祁门,祁门最低气温,3,2020-03-28
祁门,祁门最低气温,4,2020-03-27
祁门,祁门最低气温,12,2020-03-26
祁门,祁门最低气温,15,2020-03-25
潜山,潜山最低气温,8,2020-04-23
潜山,潜山最低气温,12,2020-04-22
潜山,潜山最低气温,11,2020-04-21
潜山,潜山最低气温,13,2020-04-20
潜山,潜山最低气温,9,2020-04-19
潜山,潜山最低气温,14,2020-04-18
潜山,潜山最低气温,14,2020-04-17
潜山,潜山最低气温,16,2020-04-16
潜山,潜山最低气温,13,2020-04-15
潜山,潜山最低气温,8,2020-04-14
潜山,潜山最低气温,8,2020-04-13
潜山,潜山最低气温,6,2020-04-12
潜山,潜山最低气温,5,2020-04-11
潜山,潜山最低气温,11,2020-04-10
潜山,潜山最低气温,12,2020-04-09
潜山,潜山最低气温,8,2020-04-08
潜山,潜山最低气温,8,2020-04-07
潜山,潜山最低气温,8,2020-04-06
潜山,潜山最低气温,10,2020-04-05
潜山,潜山最低气温,9,2020-04-04
潜山,潜山最低气温,10,2020-04-03
潜山,潜山最低气温,10,2020-04-02
潜山,潜山最低气温,10,2020-04-01
潜山,潜山最低气温,7,2020-03-31
潜山,潜山最低气温,6,2020-03-30
潜山,潜山最低气温,5,2020-03-29
潜山,潜山最低气温,4,2020-03-28
潜山,潜山最低气温,4,2020-03-27
潜山,潜山最低气温,11,2020-03-26
潜山,潜山最低气温,15,2020-03-25
青阳,青阳最低气温,8,2020-04-23
青阳,青阳最低气温,11,2020-04-22
青阳,青阳最低气温,10,2020-04-21
青阳,青阳最低气温,12,2020-04-20
青阳,青阳最低气温,9,2020-04-19
青阳,青阳最低气温,13,2020-04-18
青阳,青阳最低气温,13,2020-04-17
青阳,青阳最低气温,16,2020-04-16
青阳,青阳最低气温,13,2020-04-15
青阳,青阳最低气温,8,2020-04-14
青阳,青阳最低气温,7,2020-04-13
青阳,青阳最低气温,6,2020-04-12
青阳,青阳最低气温,5,2020-04-11
青阳,青阳最低气温,10,2020-04-10
青阳,青阳最低气温,12,2020-04-09
青阳,青阳最低气温,9,2020-04-08
青阳,青阳最低气温,7,2020-04-07
青阳,青阳最低气温,7,2020-04-06
青阳,青阳最低气温,8,2020-04-05
青阳,青阳最低气温,7,2020-04-04
青阳,青阳最低气温,8,2020-04-03
青阳,青阳最低气温,9,2020-04-02
青阳,青阳最低气温,8,2020-04-01
青阳,青阳最低气温,9,2020-03-31
青阳,青阳最低气温,6,2020-03-30
青阳,青阳最低气温,4,2020-03-29
青阳,青阳最低气温,2,2020-03-28
青阳,青阳最低气温,3,2020-03-27
青阳,青阳最低气温,11,2020-03-26
青阳,青阳最低气温,14,2020-03-25
全椒,全椒最低气温,7,2020-04-23
全椒,全椒最低气温,8,2020-04-22
全椒,全椒最低气温,9,2020-04-21
全椒,全椒最低气温,10,2020-04-20
全椒,全椒最低气温,11,2020-04-19
全椒,全椒最低气温,11,2020-04-18
全椒,全椒最低气温,12,2020-04-17
全椒,全椒最低气温,15,2020-04-16
全椒,全椒最低气温,13,2020-04-15
全椒,全椒最低气温,9,2020-04-14
全椒,全椒最低气温,7,2020-04-13
全椒,全椒最低气温,5,2020-04-12
全椒,全椒最低气温,7,2020-04-11
全椒,全椒最低气温,8,2020-04-10
全椒,全椒最低气温,11,2020-04-09
全椒,全椒最低气温,8,2020-04-08
全椒,全椒最低气温,7,2020-04-07
全椒,全椒最低气温,5,2020-04-06
全椒,全椒最低气温,7,2020-04-05
全椒,全椒最低气温,5,2020-04-04
全椒,全椒最低气温,8,2020-04-03
全椒,全椒最低气温,7,2020-04-02
全椒,全椒最低气温,8,2020-04-01
全椒,全椒最低气温,9,2020-03-31
全椒,全椒最低气温,6,2020-03-30
全椒,全椒最低气温,4,2020-03-29
全椒,全椒最低气温,3,2020-03-28
全椒,全椒最低气温,4,2020-03-27
全椒,全椒最低气温,9,2020-03-26
全椒,全椒最低气温,13,2020-03-25
石台,石台最低气温,7,2020-04-23
石台,石台最低气温,11,2020-04-22
石台,石台最低气温,9,2020-04-21
石台,石台最低气温,10,2020-04-20
石台,石台最低气温,8,2020-04-19
石台,石台最低气温,13,2020-04-18
石台,石台最低气温,13,2020-04-17
石台,石台最低气温,16,2020-04-16
石台,石台最低气温,12,2020-04-15
石台,石台最低气温,7,2020-04-14
石台,石台最低气温,6,2020-04-13
石台,石台最低气温,6,2020-04-12
石台,石台最低气温,3,2020-04-11
石台,石台最低气温,10,2020-04-10
石台,石台最低气温,10,2020-04-09
石台,石台最低气温,8,2020-04-08
石台,石台最低气温,7,2020-04-07
石台,石台最低气温,6,2020-04-06
石台,石台最低气温,7,2020-04-05
石台,石台最低气温,7,2020-04-04
石台,石台最低气温,9,2020-04-03
石台,石台最低气温,9,2020-04-02
石台,石台最低气温,6,2020-04-01
石台,石台最低气温,8,2020-03-31
石台,石台最低气温,5,2020-03-30
石台,石台最低气温,4,2020-03-29
石台,石台最低气温,3,2020-03-28
石台,石台最低气温,4,2020-03-27
石台,石台最低气温,10,2020-03-26
石台,石台最低气温,15,2020-03-25
寿县,寿县最低气温,7,2020-04-23
寿县,寿县最低气温,8,2020-04-22
寿县,寿县最低气温,11,2020-04-21
寿县,寿县最低气温,10,2020-04-20
寿县,寿县最低气温,10,2020-04-19
寿县,寿县最低气温,12,2020-04-18
寿县,寿县最低气温,12,2020-04-17
寿县,寿县最低气温,13,2020-04-16
寿县,寿县最低气温,15,2020-04-15
寿县,寿县最低气温,10,2020-04-14
寿县,寿县最低气温,10,2020-04-13
寿县,寿县最低气温,5,2020-04-12
寿县,寿县最低气温,6,2020-04-11
寿县,寿县最低气温,7,2020-04-10
寿县,寿县最低气温,9,2020-04-09
寿县,寿县最低气温,9,2020-04-08
寿县,寿县最低气温,7,2020-04-07
寿县,寿县最低气温,5,2020-04-06
寿县,寿县最低气温,7,2020-04-05
寿县,寿县最低气温,7,2020-04-04
寿县,寿县最低气温,10,2020-04-03
寿县,寿县最低气温,7,2020-04-02
寿县,寿县最低气温,7,2020-04-01
寿县,寿县最低气温,7,2020-03-31
寿县,寿县最低气温,7,2020-03-30
寿县,寿县最低气温,3,2020-03-29
寿县,寿县最低气温,5,2020-03-28
寿县,寿县最低气温,5,2020-03-27
寿县,寿县最低气温,8,2020-03-26
寿县,寿县最低气温,14,2020-03-25
舒城,舒城最低气温,8,2020-04-23
舒城,舒城最低气温,11,2020-04-22
舒城,舒城最低气温,9,2020-04-21
舒城,舒城最低气温,11,2020-04-20
舒城,舒城最低气温,10,2020-04-19
舒城,舒城最低气温,12,2020-04-18
舒城,舒城最低气温,13,2020-04-17
舒城,舒城最低气温,15,2020-04-16
舒城,舒城最低气温,15,2020-04-15
舒城,舒城最低气温,9,2020-04-14
舒城,舒城最低气温,10,2020-04-13
舒城,舒城最低气温,5,2020-04-12
舒城,舒城最低气温,6,2020-04-11
舒城,舒城最低气温,8,2020-04-10
舒城,舒城最低气温,11,2020-04-09
舒城,舒城最低气温,8,2020-04-08
舒城,舒城最低气温,6,2020-04-07
舒城,舒城最低气温,6,2020-04-06
舒城,舒城最低气温,7,2020-04-05
舒城,舒城最低气温,8,2020-04-04
舒城,舒城最低气温,8,2020-04-03
舒城,舒城最低气温,7,2020-04-02
舒城,舒城最低气温,8,2020-04-01
舒城,舒城最低气温,7,2020-03-31
舒城,舒城最低气温,6,2020-03-30
舒城,舒城最低气温,4,2020-03-29
舒城,舒城最低气温,3,2020-03-28
舒城,舒城最低气温,3,2020-03-27
舒城,舒城最低气温,9,2020-03-26
舒城,舒城最低气温,15,2020-03-25
泗县,泗县最低气温,4,2020-04-23
泗县,泗县最低气温,5,2020-04-22
泗县,泗县最低气温,8,2020-04-21
泗县,泗县最低气温,10,2020-04-20
泗县,泗县最低气温,11,2020-04-19
泗县,泗县最低气温,11,2020-04-18
泗县,泗县最低气温,9,2020-04-17
泗县,泗县最低气温,10,2020-04-16
泗县,泗县最低气温,14,2020-04-15
泗县,泗县最低气温,8,2020-04-14
泗县,泗县最低气温,10,2020-04-13
泗县,泗县最低气温,4,2020-04-12
泗县,泗县最低气温,7,2020-04-11
泗县,泗县最低气温,6,2020-04-10
泗县,泗县最低气温,8,2020-04-09
泗县,泗县最低气温,10,2020-04-08
泗县,泗县最低气温,7,2020-04-07
泗县,泗县最低气温,6,2020-04-06
泗县,泗县最低气温,7,2020-04-05
泗县,泗县最低气温,4,2020-04-04
泗县,泗县最低气温,6,2020-04-03
泗县,泗县最低气温,6,2020-04-02
泗县,泗县最低气温,8,2020-04-01
泗县,泗县最低气温,5,2020-03-31
泗县,泗县最低气温,7,2020-03-30
泗县,泗县最低气温,3,2020-03-29
泗县,泗县最低气温,6,2020-03-28
泗县,泗县最低气温,7,2020-03-27
泗县,泗县最低气温,7,2020-03-26
泗县,泗县最低气温,12,2020-03-25
宿松,宿松最低气温,10,2020-04-23
宿松,宿松最低气温,14,2020-04-22
宿松,宿松最低气温,12,2020-04-21
宿松,宿松最低气温,12,2020-04-20
宿松,宿松最低气温,13,2020-04-19
宿松,宿松最低气温,15,2020-04-18
宿松,宿松最低气温,15,2020-04-17
宿松,宿松最低气温,18,2020-04-16
宿松,宿松最低气温,14,2020-04-15
宿松,宿松最低气温,10,2020-04-14
宿松,宿松最低气温,9,2020-04-13
宿松,宿松最低气温,6,2020-04-12
宿松,宿松最低气温,7,2020-04-11
宿松,宿松最低气温,11,2020-04-10
宿松,宿松最低气温,12,2020-04-09
宿松,宿松最低气温,10,2020-04-08
宿松,宿松最低气温,10,2020-04-07
宿松,宿松最低气温,9,2020-04-06
宿松,宿松最低气温,10,2020-04-05
宿松,宿松最低气温,11,2020-04-04
宿松,宿松最低气温,10,2020-04-03
宿松,宿松最低气温,11,2020-04-02
宿松,宿松最低气温,10,2020-04-01
宿松,宿松最低气温,8,2020-03-31
宿松,宿松最低气温,7,2020-03-30
宿松,宿松最低气温,5,2020-03-29
宿松,宿松最低气温,5,2020-03-28
宿松,宿松最低气温,5,2020-03-27
宿松,宿松最低气温,12,2020-03-26
宿松,宿松最低气温,17,2020-03-25
宿州,宿州最低气温,5,2020-04-23
宿州,宿州最低气温,6,2020-04-22
宿州,宿州最低气温,9,2020-04-21
宿州,宿州最低气温,10,2020-04-20
宿州,宿州最低气温,10,2020-04-19
宿州,宿州最低气温,11,2020-04-18
宿州,宿州最低气温,10,2020-04-17
宿州,宿州最低气温,10,2020-04-16
宿州,宿州最低气温,16,2020-04-15
宿州,宿州最低气温,9,2020-04-14
宿州,宿州最低气温,11,2020-04-13
宿州,宿州最低气温,5,2020-04-12
宿州,宿州最低气温,6,2020-04-11
宿州,宿州最低气温,5,2020-04-10
宿州,宿州最低气温,8,2020-04-09
宿州,宿州最低气温,10,2020-04-08
宿州,宿州最低气温,6,2020-04-07
宿州,宿州最低气温,4,2020-04-06
宿州,宿州最低气温,6,2020-04-05
宿州,宿州最低气温,4,2020-04-04
宿州,宿州最低气温,7,2020-04-03
宿州,宿州最低气温,6,2020-04-02
宿州,宿州最低气温,8,2020-04-01
宿州,宿州最低气温,6,2020-03-31
宿州,宿州最低气温,6,2020-03-30
宿州,宿州最低气温,2,2020-03-29
宿州,宿州最低气温,6,2020-03-28
宿州,宿州最低气温,5,2020-03-27
宿州,宿州最低气温,7,2020-03-26
宿州,宿州最低气温,10,2020-03-25
濉溪,濉溪最低气温,5,2020-04-23
濉溪,濉溪最低气温,7,2020-04-22
濉溪,濉溪最低气温,9,2020-04-21
濉溪,濉溪最低气温,10,2020-04-20
濉溪,濉溪最低气温,12,2020-04-19
濉溪,濉溪最低气温,11,2020-04-18
濉溪,濉溪最低气温,9,2020-04-17
濉溪,濉溪最低气温,10,2020-04-16
濉溪,濉溪最低气温,15,2020-04-15
濉溪,濉溪最低气温,10,2020-04-14
濉溪,濉溪最低气温,11,2020-04-13
濉溪,濉溪最低气温,5,2020-04-12
濉溪,濉溪最低气温,6,2020-04-11
濉溪,濉溪最低气温,5,2020-04-10
濉溪,濉溪最低气温,8,2020-04-09
濉溪,濉溪最低气温,9,2020-04-08
濉溪,濉溪最低气温,7,2020-04-07
濉溪,濉溪最低气温,5,2020-04-06
濉溪,濉溪最低气温,7,2020-04-05
濉溪,濉溪最低气温,4,2020-04-04
濉溪,濉溪最低气温,7,2020-04-03
濉溪,濉溪最低气温,6,2020-04-02
濉溪,濉溪最低气温,8,2020-04-01
濉溪,濉溪最低气温,6,2020-03-31
濉溪,濉溪最低气温,6,2020-03-30
濉溪,濉溪最低气温,3,2020-03-29
濉溪,濉溪最低气温,6,2020-03-28
濉溪,濉溪最低气温,6,2020-03-27
濉溪,濉溪最低气温,7,2020-03-26
濉溪,濉溪最低气温,12,2020-03-25
太和,太和最低气温,6,2020-04-23
太和,太和最低气温,7,2020-04-22
太和,太和最低气温,7,2020-04-21
太和,太和最低气温,10,2020-04-20
太和,太和最低气温,10,2020-04-19
太和,太和最低气温,11,2020-04-18
太和,太和最低气温,13,2020-04-17
太和,太和最低气温,11,2020-04-16
太和,太和最低气温,15,2020-04-15
太和,太和最低气温,11,2020-04-14
太和,太和最低气温,11,2020-04-13
太和,太和最低气温,4,2020-04-12
太和,太和最低气温,7,2020-04-11
太和,太和最低气温,6,2020-04-10
太和,太和最低气温,9,2020-04-09
太和,太和最低气温,9,2020-04-08
太和,太和最低气温,6,2020-04-07
太和,太和最低气温,6,2020-04-06
太和,太和最低气温,8,2020-04-05
太和,太和最低气温,7,2020-04-04
太和,太和最低气温,7,2020-04-03
太和,太和最低气温,6,2020-04-02
太和,太和最低气温,9,2020-04-01
太和,太和最低气温,6,2020-03-31
太和,太和最低气温,5,2020-03-30
太和,太和最低气温,2,2020-03-29
太和,太和最低气温,5,2020-03-28
太和,太和最低气温,5,2020-03-27
太和,太和最低气温,8,2020-03-26
太和,太和最低气温,13,2020-03-25
太湖,太湖最低气温,10,2020-04-23
太湖,太湖最低气温,12,2020-04-22
太湖,太湖最低气温,11,2020-04-21
太湖,太湖最低气温,11,2020-04-20
太湖,太湖最低气温,10,2020-04-19
太湖,太湖最低气温,14,2020-04-18
太湖,太湖最低气温,15,2020-04-17
太湖,太湖最低气温,16,2020-04-16
太湖,太湖最低气温,14,2020-04-15
太湖,太湖最低气温,11,2020-04-14
太湖,太湖最低气温,9,2020-04-13
太湖,太湖最低气温,6,2020-04-12
太湖,太湖最低气温,7,2020-04-11
太湖,太湖最低气温,11,2020-04-10
太湖,太湖最低气温,12,2020-04-09
太湖,太湖最低气温,9,2020-04-08
太湖,太湖最低气温,9,2020-04-07
太湖,太湖最低气温,8,2020-04-06
太湖,太湖最低气温,9,2020-04-05
太湖,太湖最低气温,10,2020-04-04
太湖,太湖最低气温,9,2020-04-03
太湖,太湖最低气温,10,2020-04-02
太湖,太湖最低气温,9,2020-04-01
太湖,太湖最低气温,7,2020-03-31
太湖,太湖最低气温,6,2020-03-30
太湖,太湖最低气温,3,2020-03-29
太湖,太湖最低气温,4,2020-03-28
太湖,太湖最低气温,4,2020-03-27
太湖,太湖最低气温,12,2020-03-26
太湖,太湖最低气温,15,2020-03-25
天长,天长最低气温,7,2020-04-23
天长,天长最低气温,8,2020-04-22
天长,天长最低气温,8,2020-04-21
天长,天长最低气温,11,2020-04-20
天长,天长最低气温,10,2020-04-19
天长,天长最低气温,11,2020-04-18
天长,天长最低气温,11,2020-04-17
天长,天长最低气温,14,2020-04-16
天长,天长最低气温,15,2020-04-15
天长,天长最低气温,9,2020-04-14
天长,天长最低气温,9,2020-04-13
天长,天长最低气温,6,2020-04-12
天长,天长最低气温,6,2020-04-11
天长,天长最低气温,7,2020-04-10
天长,天长最低气温,10,2020-04-09
天长,天长最低气温,9,2020-04-08
天长,天长最低气温,7,2020-04-07
天长,天长最低气温,7,2020-04-06
天长,天长最低气温,7,2020-04-05
天长,天长最低气温,6,2020-04-04
天长,天长最低气温,7,2020-04-03
天长,天长最低气温,8,2020-04-02
天长,天长最低气温,7,2020-04-01
天长,天长最低气温,8,2020-03-31
天长,天长最低气温,8,2020-03-30
天长,天长最低气温,4,2020-03-29
天长,天长最低气温,4,2020-03-28
天长,天长最低气温,5,2020-03-27
天长,天长最低气温,8,2020-03-26
天长,天长最低气温,12,2020-03-25
桐城,桐城最低气温,9,2020-04-23
桐城,桐城最低气温,11,2020-04-22
桐城,桐城最低气温,10,2020-04-21
桐城,桐城最低气温,12,2020-04-20
桐城,桐城最低气温,9,2020-04-19
桐城,桐城最低气温,13,2020-04-18
桐城,桐城最低气温,13,2020-04-17
桐城,桐城最低气温,15,2020-04-16
桐城,桐城最低气温,14,2020-04-15
桐城,桐城最低气温,9,2020-04-14
桐城,桐城最低气温,9,2020-04-13
桐城,桐城最低气温,7,2020-04-12
桐城,桐城最低气温,6,2020-04-11
桐城,桐城最低气温,9,2020-04-10
桐城,桐城最低气温,12,2020-04-09
桐城,桐城最低气温,10,2020-04-08
桐城,桐城最低气温,8,2020-04-07
桐城,桐城最低气温,7,2020-04-06
桐城,桐城最低气温,7,2020-04-05
桐城,桐城最低气温,7,2020-04-04
桐城,桐城最低气温,9,2020-04-03
桐城,桐城最低气温,9,2020-04-02
桐城,桐城最低气温,8,2020-04-01
桐城,桐城最低气温,7,2020-03-31
桐城,桐城最低气温,6,2020-03-30
桐城,桐城最低气温,4,2020-03-29
桐城,桐城最低气温,3,2020-03-28
桐城,桐城最低气温,4,2020-03-27
桐城,桐城最低气温,9,2020-03-26
桐城,桐城最低气温,16,2020-03-25
屯溪,屯溪最低气温,8,2020-04-23
屯溪,屯溪最低气温,12,2020-04-22
屯溪,屯溪最低气温,10,2020-04-21
屯溪,屯溪最低气温,11,2020-04-20
屯溪,屯溪最低气温,11,2020-04-19
屯溪,屯溪最低气温,15,2020-04-18
屯溪,屯溪最低气温,14,2020-04-17
屯溪,屯溪最低气温,17,2020-04-16
屯溪,屯溪最低气温,12,2020-04-15
屯溪,屯溪最低气温,9,2020-04-14
屯溪,屯溪最低气温,7,2020-04-13
屯溪,屯溪最低气温,5,2020-04-12
屯溪,屯溪最低气温,4,2020-04-11
屯溪,屯溪最低气温,13,2020-04-10
屯溪,屯溪最低气温,10,2020-04-09
屯溪,屯溪最低气温,8,2020-04-08
屯溪,屯溪最低气温,7,2020-04-07
屯溪,屯溪最低气温,6,2020-04-06
屯溪,屯溪最低气温,8,2020-04-05
屯溪,屯溪最低气温,9,2020-04-04
屯溪,屯溪最低气温,11,2020-04-03
屯溪,屯溪最低气温,11,2020-04-02
屯溪,屯溪最低气温,8,2020-04-01
屯溪,屯溪最低气温,9,2020-03-31
屯溪,屯溪最低气温,7,2020-03-30
屯溪,屯溪最低气温,6,2020-03-29
屯溪,屯溪最低气温,4,2020-03-28
屯溪,屯溪最低气温,5,2020-03-27
屯溪,屯溪最低气温,13,2020-03-26
屯溪,屯溪最低气温,15,2020-03-25
望江,望江最低气温,9,2020-04-23
望江,望江最低气温,13,2020-04-22
望江,望江最低气温,12,2020-04-21
望江,望江最低气温,12,2020-04-20
望江,望江最低气温,11,2020-04-19
望江,望江最低气温,15,2020-04-18
望江,望江最低气温,15,2020-04-17
望江,望江最低气温,17,2020-04-16
望江,望江最低气温,14,2020-04-15
望江,望江最低气温,10,2020-04-14
望江,望江最低气温,9,2020-04-13
望江,望江最低气温,6,2020-04-12
望江,望江最低气温,7,2020-04-11
望江,望江最低气温,11,2020-04-10
望江,望江最低气温,13,2020-04-09
望江,望江最低气温,11,2020-04-08
望江,望江最低气温,10,2020-04-07
望江,望江最低气温,10,2020-04-06
望江,望江最低气温,10,2020-04-05
望江,望江最低气温,10,2020-04-04
望江,望江最低气温,11,2020-04-03
望江,望江最低气温,11,2020-04-02
望江,望江最低气温,10,2020-04-01
望江,望江最低气温,9,2020-03-31
望江,望江最低气温,7,2020-03-30
望江,望江最低气温,4,2020-03-29
望江,望江最低气温,5,2020-03-28
望江,望江最低气温,5,2020-03-27
望江,望江最低气温,12,2020-03-26
望江,望江最低气温,17,2020-03-25
涡阳,涡阳最低气温,5,2020-04-23
涡阳,涡阳最低气温,7,2020-04-22
涡阳,涡阳最低气温,8,2020-04-21
涡阳,涡阳最低气温,10,2020-04-20
涡阳,涡阳最低气温,11,2020-04-19
涡阳,涡阳最低气温,11,2020-04-18
涡阳,涡阳最低气温,10,2020-04-17
涡阳,涡阳最低气温,11,2020-04-16
涡阳,涡阳最低气温,16,2020-04-15
涡阳,涡阳最低气温,12,2020-04-14
涡阳,涡阳最低气温,11,2020-04-13
涡阳,涡阳最低气温,5,2020-04-12
涡阳,涡阳最低气温,7,2020-04-11
涡阳,涡阳最低气温,6,2020-04-10
涡阳,涡阳最低气温,8,2020-04-09
涡阳,涡阳最低气温,10,2020-04-08
涡阳,涡阳最低气温,8,2020-04-07
涡阳,涡阳最低气温,7,2020-04-06
涡阳,涡阳最低气温,8,2020-04-05
涡阳,涡阳最低气温,7,2020-04-04
涡阳,涡阳最低气温,7,2020-04-03
涡阳,涡阳最低气温,7,2020-04-02
涡阳,涡阳最低气温,9,2020-04-01
涡阳,涡阳最低气温,7,2020-03-31
涡阳,涡阳最低气温,7,2020-03-30
涡阳,涡阳最低气温,2,2020-03-29
涡阳,涡阳最低气温,5,2020-03-28
涡阳,涡阳最低气温,5,2020-03-27
涡阳,涡阳最低气温,8,2020-03-26
涡阳,涡阳最低气温,13,2020-03-25
无为,无为最低气温,8,2020-04-23
无为,无为最低气温,11,2020-04-22
无为,无为最低气温,11,2020-04-21
无为,无为最低气温,12,2020-04-20
无为,无为最低气温,11,2020-04-19
无为,无为最低气温,13,2020-04-18
无为,无为最低气温,14,2020-04-17
无为,无为最低气温,16,2020-04-16
无为,无为最低气温,14,2020-04-15
无为,无为最低气温,10,2020-04-14
无为,无为最低气温,9,2020-04-13
无为,无为最低气温,5,2020-04-12
无为,无为最低气温,7,2020-04-11
无为,无为最低气温,8,2020-04-10
无为,无为最低气温,11,2020-04-09
无为,无为最低气温,9,2020-04-08
无为,无为最低气温,7,2020-04-07
无为,无为最低气温,7,2020-04-06
无为,无为最低气温,8,2020-04-05
无为,无为最低气温,6,2020-04-04
无为,无为最低气温,8,2020-04-03
无为,无为最低气温,8,2020-04-02
无为,无为最低气温,8,2020-04-01
无为,无为最低气温,9,2020-03-31
无为,无为最低气温,7,2020-03-30
无为,无为最低气温,5,2020-03-29
无为,无为最低气温,3,2020-03-28
无为,无为最低气温,4,2020-03-27
无为,无为最低气温,10,2020-03-26
无为,无为最低气温,15,2020-03-25
芜湖,芜湖最低气温,8,2020-04-23
芜湖,芜湖最低气温,11,2020-04-22
芜湖,芜湖最低气温,11,2020-04-21
芜湖,芜湖最低气温,13,2020-04-20
芜湖,芜湖最低气温,11,2020-04-19
芜湖,芜湖最低气温,13,2020-04-18
芜湖,芜湖最低气温,14,2020-04-17
芜湖,芜湖最低气温,16,2020-04-16
芜湖,芜湖最低气温,14,2020-04-15
芜湖,芜湖最低气温,11,2020-04-14
芜湖,芜湖最低气温,7,2020-04-13
芜湖,芜湖最低气温,6,2020-04-12
芜湖,芜湖最低气温,7,2020-04-11
芜湖,芜湖最低气温,9,2020-04-10
芜湖,芜湖最低气温,12,2020-04-09
芜湖,芜湖最低气温,9,2020-04-08
芜湖,芜湖最低气温,7,2020-04-07
芜湖,芜湖最低气温,8,2020-04-06
芜湖,芜湖最低气温,9,2020-04-05
芜湖,芜湖最低气温,7,2020-04-04
芜湖,芜湖最低气温,8,2020-04-03
芜湖,芜湖最低气温,8,2020-04-02
芜湖,芜湖最低气温,9,2020-04-01
芜湖,芜湖最低气温,10,2020-03-31
芜湖,芜湖最低气温,7,2020-03-30
芜湖,芜湖最低气温,5,2020-03-29
芜湖,芜湖最低气温,3,2020-03-28
芜湖,芜湖最低气温,4,2020-03-27
芜湖,芜湖最低气温,10,2020-03-26
芜湖,芜湖最低气温,15,2020-03-25
芜湖县,芜湖县最低气温,7,2020-04-23
芜湖县,芜湖县最低气温,12,2020-04-22
芜湖县,芜湖县最低气温,10,2020-04-21
芜湖县,芜湖县最低气温,12,2020-04-20
芜湖县,芜湖县最低气温,10,2020-04-19
芜湖县,芜湖县最低气温,13,2020-04-18
芜湖县,芜湖县最低气温,13,2020-04-17
芜湖县,芜湖县最低气温,16,2020-04-16
芜湖县,芜湖县最低气温,13,2020-04-15
芜湖县,芜湖县最低气温,10,2020-04-14
